Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
Asus,Ultrabook,16,0.91,5547.69,0,0,176.2325736,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,2879.08,0,1,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,7963.07,1,0,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,3840.71,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,1647.24,0,0,100.4546699,2.5,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,3610.26,1,1,127.3356746,2.6,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,3126.62,0,1,125.367428,2.3,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,2557.34,0,0,141.2119981,1.8,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,4975.85,0,0,157.3505121,2.8,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,2699.88,0,1,165.6321181,2.4,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,2591.77,0,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,967.29,0,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,1761.01,0,0,100.4546699,2.5,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,4549.1,1,1,158.4825302,1.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,850.65,0,0,111.9352036,1.1,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,753.92,0,0,135.0942112,1.6,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.44,2699.88,0,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,3482.24,0,0,141.2119981,2.7,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,1743.97,0,1,141.2119981,1.6,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,3763.89,0,1,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,3268.87,0,1,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.29,2557.63,1,1,165.6321181,2.5,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,1817.93,0,0,141.2119981,2.7,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,2378.39,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,3468.7,0,0,141.2119981,1.8,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,3982.81,0,1,141.2119981,1.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Asus,Netbook,2,1.1,697.02,0,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,1483.57,1,0,100.4546699,1.6,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,8443.87,0,0,141.2119981,2.8,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,2529.18,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3,4278.83,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,3980.11,0,1,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,3980.11,0,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,3640.79,0,0,157.3505121,2.6,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,1960.18,0,0,100.4546699,2,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,2529.18,0,1,127.3356746,1.6,Intel Core i5,1000,128,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.02,3812.26,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,2273.13,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,1305.84,0,0,100.4546699,2,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.3,1664.31,0,0,141.2119981,2.5,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,3917.52,0,0,141.2119981,2.8,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,8571.24,0,1,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2,2446.67,0,1,141.2119981,2.5,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2,3695.61,0,1,282.4239962,2.7,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,1049.79,0,1,165.6321181,1.1,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,4691.35,0,1,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,3894.76,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,2268.61,0,0,141.2119981,1.6,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,1135.11,0,0,141.2119981,1.6,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,5118.1,0,0,127.3356746,2.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,2443.83,0,1,157.3505121,2.7,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,3980.11,1,0,276.0535301,1.8,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,2093.53,0,0,157.3505121,2,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,3257.49,0,1,276.0535301,2.7,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,2270.28,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,2,992.89,0,0,100.4546699,1.8,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,2007.13,0,0,141.2119981,2.4,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,2233.3,0,0,157.3505121,2.5,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,1315.37,0,0,141.2119981,2.3,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,1129.45,0,0,141.2119981,2,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,4918.95,0,1,141.2119981,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,1419.64,0,0,141.2119981,2,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,3177.8,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,7678.57,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,1548.09,0,0,106.1130621,2,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,3641.56,0,0,127.3356746,2.7,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2,637.27,0,0,100.4546699,1.1,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Mediacom,Notebook,4,1.35,725.47,0,1,165.6321181,1.44,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,2699.88,0,0,106.1130621,2.7,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,1618.5,0,1,141.2119981,2.5,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,1757.91,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,992.89,1,1,189.9057905,2,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,1792.33,0,0,141.2119981,2.7,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,5590.36,1,1,276.0535301,1.2,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,8532.06,0,1,127.3356746,2.8,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,2386.93,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,4549.1,1,1,331.2642361,1.6,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,2728.32,0,0,100.4546699,2.6,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,2102.43,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,978.67,0,0,141.2119981,1.1,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,2816.52,0,0,111.9352036,2.5,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,5294.46,0,0,106.1130621,2.8,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,1106.69,0,0,111.9352036,1.6,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,1846.38,0,1,141.2119981,3,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,2361.32,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,1948.8,0,0,141.2119981,1.6,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,708.4,0,0,157.3505121,1.44,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,5305.87,1,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,7576.15,0,1,127.3356746,2.7,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,7763.92,0,0,127.3356746,2.9,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,2130.91,0,0,141.2119981,2.7,Intel Core i7,0,256,AMD,Others/No OS/Linux
Mediacom,Notebook,4,1.45,1106.69,0,1,157.3505121,1.1,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,2869.21,0,0,100.4546699,2.6,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,2045.53,0,0,165.6321181,2.4,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,4373.83,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,839.27,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
MSI,Gaming,16,4.5,6682.83,0,0,127.3356746,2.7,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,4261.76,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,4759.63,0,1,157.3505121,2.6,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,1732.59,1,0,100.4546699,1.8,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,5035.59,0,1,127.3356746,2.5,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,2102.43,1,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,2699.88,0,0,141.2119981,3.6,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,1715.52,1,0,135.0942112,1,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,4833.6,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,1504.99,0,0,127.3356746,2,Intel Core i3,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.29,1305.84,0,0,100.4546699,2.3,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,5761.06,1,1,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,4193.48,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,4751.1,1,0,176.2325736,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,5015.68,1,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,3468.02,0,0,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,1901.8,0,0,100.4546699,2.4,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,935.99,0,0,157.3505121,1.1,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,6256.09,0,0,127.3356746,2.7,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,1322.91,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
MSI,Gaming,16,1.8,6540.58,0,0,282.4239962,2.8,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,3980.11,0,1,141.2119981,2.5,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,1604.56,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2,3695.61,1,1,141.2119981,2.8,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,992.89,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,13937.5,0,1,282.4239962,3.1,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,2500.76,0,0,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,1262.88,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,2.25,1021.34,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,4,1.93,2472.28,0,0,100.4546699,2.6,Intel Core i5,500,0,Intel,Others/No OS/Linux
Asus,Gaming,8,3,3322.92,0,0,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,1618.79,0,0,141.2119981,2.5,Intel Core i5,0,128,AMD,Others/No OS/Linux
HP,Ultrabook,8,1.84,3951.66,0,0,141.2119981,2.7,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,6451.99,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,1078.24,1,1,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.31,3197.74,0,0,111.9352036,2.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,4167.88,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,2207.7,0,0,141.2119981,1.6,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,2273.13,0,0,100.4546699,2.5,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,2651.51,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,2557.63,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,679.95,0,0,157.3505121,1.44,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,1331.45,0,0,141.2119981,2.5,Intel Core i5,0,128,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,1.5,1817.96,1,0,165.6321181,2.5,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2,5177.84,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,5405.44,0,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,4207.71,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,2358.48,0,0,141.2119981,1.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1647.24,0,0,141.2119981,2,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2,1135.14,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,2579.31,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,5317.25,1,0,276.0535301,1.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,708.4,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,4999.8,1,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,6825.08,1,0,282.4239962,2.8,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,3155.07,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,1481.94,0,0,107.9856456,3,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,6970.17,0,1,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,3325.77,0,1,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,4,2.4,1280.24,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,779.52,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,2614.53,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,7394.07,0,0,157.3505121,2.8,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,3450.95,0,0,165.6321181,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,4506.43,0,1,176.2325736,2.7,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,7963.07,0,1,127.3356746,2.7,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,2017.08,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.2,4124.92,0,0,165.6321181,1.6,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,3390.63,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,1038.13,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,2,3027.05,0,1,141.2119981,2.5,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,2614.53,0,0,141.2119981,1.8,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,3229.04,0,0,141.2119981,1.8,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,3402.58,0,1,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,8954.17,0,1,254.6713491,2.8,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,3496.47,0,0,157.3505121,2.4,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1192.04,0,0,100.4546699,1.1,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,1522.06,0,0,141.2119981,2.3,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,1533.44,0,0,141.2119981,2,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,4229.81,0,0,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,1416.79,0,0,100.4546699,2.1,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,2716.94,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,2119.5,0,0,141.2119981,2.7,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2,3578.97,0,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,1172.13,0,0,100.4546699,2,Intel Core i3,0,128,Intel,Others/No OS/Linux
Microsoft,Ultrabook,8,1.252,5313.97,1,0,200.8425599,2.8,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,2327.04,0,0,141.2119981,2.5,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,2941.7,1,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,992.89,0,0,100.4546699,2.2,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,1988.63,1,1,157.3505121,2.4,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,3681.39,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,3229.04,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,1408.26,1,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Others/No OS/Linux
LG,Ultrabook,8,1.09,6540.58,0,1,141.2119981,1.8,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,3695.61,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,2838.99,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,1192.04,0,0,100.4546699,1.1,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,5835.03,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,1988.63,0,1,127.3356746,2,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,4264.61,1,1,165.6321181,1.8,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,8005.03,0,0,141.2119981,2.9,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,1742.86,0,0,100.4546699,2.5,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,1552.41,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,1618.79,0,1,127.3356746,2.4,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,904.7,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,1066.86,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,1.7,1988.63,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,5428.17,0,0,127.3356746,2.8,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,7368.47,1,0,209.8006829,2.7,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,2768.15,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,765.3,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,4975.85,1,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,1903.28,1,0,176.2325736,0.9,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,1.36,5340.01,1,0,165.6321181,2.5,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,1960.18,0,1,141.2119981,2.7,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,2330.03,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,1135.14,0,0,141.2119981,2.9,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,1220.49,0,0,100.4546699,3.6,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,1768.01,0,0,141.2119981,2.5,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,1280.24,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.18,2261.75,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,2842.12,1,1,165.6321181,1.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,5277.42,0,0,141.2119981,2.5,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,3388.36,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,1863.48,0,1,127.3356746,2.5,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,3553.37,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,3098.17,0,0,157.3505121,2.8,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
Dell,Notebook,8,1.98,2065.45,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Asus,Notebook,4,1.5,847.8,0,0,157.3505121,1.1,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,4058.8,0,0,141.2119981,2.6,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,2438.34,0,1,157.3505121,2.5,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,3354.22,0,0,141.2119981,2.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,847.8,0,0,100.4546699,2,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,753.92,0,1,161.7253908,1.92,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,3413.96,0,0,127.3356746,2.7,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,4798.44,0,1,209.8006829,2.5,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,2380.1,1,1,117.8265301,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,4264.61,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,10410.88,0,0,254.6713491,2.8,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,3836.38,0,0,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,1393.75,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.2,2045.53,0,0,141.2119981,1.6,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,1846.38,1,0,165.6321181,2.4,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,1677.17,0,0,100.4546699,2.5,Intel Core i5,1000,0,AMD,Others/No OS/Linux
HP,Notebook,4,2.1,1391.19,0,0,141.2119981,3,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,4.2,5505.01,0,1,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,2.25,1846.38,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,1849.23,0,0,141.2119981,3,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,2.4,1590.34,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
