,Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
454,Dell,Notebook,8,2.36,2785.22,0,0,141.21199808219862,1.8,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,1.47,1362.74,1,0,135.0942111925629,1.6,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,4.42,5820.81,0,1,127.33567457123111,2.7,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,1.252,2813.67,1,0,200.84255993695703,2.2,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,1.25,5118.1,1,0,200.84255993695703,2.5,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,2.5,1820.5,0,0,106.11306214269258,2.0,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,2.23,1547.66,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,1.4,1237.56,0,0,135.0942111925629,1.6,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,2.37,2130.88,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,1.5,2273.13,0,1,157.3505121487356,2.7,Intel Core i7,0,512,AMD,Others/No OS/Linux
464,Lenovo,Notebook,8,2.67,5945.98,0,0,141.21199808219862,2.9,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,2.0,864.87,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,2.2,1334.29,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,2.02,2159.33,0,0,141.21199808219862,1.6,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,3.78,4833.6,0,1,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,1.4,5285.95,0,1,209.8006828649808,2.6,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,1.29,5687.09,1,1,331.2642361026012,1.8,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,1.9,3283.09,0,0,141.21199808219862,2.5,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,1.1,3627.33,1,0,234.50740003017813,1.2,Intel Core i5,0,128,Intel,Others/No OS/Linux
473,Dell,Ultrabook,8,1.42,5240.01,1,0,165.6321180513006,1.6,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,2.06,3695.61,0,1,282.42399616439724,2.6,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,1.79,2105.28,0,0,111.93520355955211,2.3,Intel Core i3,0,128,Intel,Windows
476,Dell,Workstation,8,1.78,6850.68,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
477,Lenovo,Notebook,8,1.7,3880.54,0,0,157.3505121487356,2.5,Intel Core i5,0,180,Intel,Windows
478,Dell,Notebook,8,2.2,1920.35,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD,Windows
479,Toshiba,Notebook,8,1.05,4756.79,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,2.16,3590.35,0,1,141.21199808219862,1.8,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,2.18,1668.86,0,0,100.45466986113651,2.4,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,1.49,2065.45,0,1,165.6321180513006,1.6,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,1.89,708.11,0,0,141.21199808219862,1.44,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,Notebook,4,2.3,1607.41,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,1.75,2984.37,0,1,157.3505121487356,1.6,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,2.17,6651.54,0,1,141.21199808219862,2.7,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,2.06,5402.6,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,1.36,5115.25,0,1,176.23257360658386,2.7,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,5547.69,0,0,176.23257360658386,2.7,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,2.3,2879.08,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,1.05,7963.07,1,0,165.6321180513006,2.7,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,1.99,3840.71,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,2.2,1647.24,0,0,100.45466986113651,2.5,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,4.33,3610.26,1,1,127.33567457123111,2.6,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,1.3,3126.62,0,1,125.36742798669837,2.3,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,2.17,2557.34,0,0,141.21199808219862,1.8,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,1.48,4975.85,0,0,157.3505121487356,2.8,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,1.4,2699.88,0,1,165.6321180513006,2.4,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,2.3,2591.77,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,1.2,967.29,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,1.91,1761.01,0,0,100.45466986113651,2.5,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,4549.1,1,1,158.48253022174808,1.6,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,2.1,850.65,0,0,111.93520355955211,1.1,Other Intel Processor,500,0,Intel,Windows
504,Lenovo,Netbook,4,1.25,753.92,0,0,135.0942111925629,1.6,Other Intel Processor,0,16,Intel,Others/No OS/Linux
505,Lenovo,Notebook,8,1.44,2699.88,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
506,Asus,Notebook,8,2.0,3482.24,0,0,141.21199808219862,2.7,Intel Core i7,1000,256,Intel,Windows
507,Acer,Notebook,4,2.2,1743.97,0,1,141.21199808219862,1.6,Intel Core i5,1000,0,Nvidia,Windows
508,HP,Ultrabook,8,1.34,3763.89,0,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel,Windows
509,Lenovo,Gaming,8,2.4,3268.87,0,1,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
510,Dell,Ultrabook,8,1.29,2557.63,1,1,165.6321180513006,2.5,Intel Core i5,0,128,Intel,Windows
511,Acer,Notebook,4,2.2,1817.93,0,0,141.21199808219862,2.7,Intel Core i7,500,0,Nvidia,Windows
512,Dell,Notebook,8,2.18,2378.39,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
513,Dell,Notebook,16,2.2,3468.7,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD,Windows
514,Xiaomi,Notebook,16,1.95,3982.81,0,1,141.21199808219862,1.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
515,Asus,Netbook,2,1.1,697.02,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Windows
516,HP,Notebook,4,2.04,1483.57,1,0,100.45466986113651,1.6,Intel Core i5,1000,0,Intel,Windows
517,Asus,Gaming,24,2.24,8443.87,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia,Windows
518,HP,Notebook,8,2.04,2529.18,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
519,Asus,Gaming,16,3.0,4278.83,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
520,Lenovo,Gaming,8,3.2,3980.11,0,1,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
521,HP,Ultrabook,8,1.32,3980.11,0,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
522,Dell,Notebook,8,1.64,3640.79,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel,Windows
523,HP,Notebook,4,1.63,1960.18,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel,Windows
524,Dell,Notebook,8,2.8,2529.18,0,1,127.33567457123111,1.6,Intel Core i5,1000,128,AMD,Others/No OS/Linux
525,Lenovo,Notebook,8,2.02,3812.26,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel,Windows
526,Lenovo,Notebook,4,2.2,2273.13,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia,Windows
527,Lenovo,Notebook,8,2.2,1305.84,0,0,100.45466986113651,2.0,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
528,Dell,Notebook,4,2.3,1664.31,0,0,141.21199808219862,2.5,Intel Core i5,500,0,AMD,Windows
529,Dell,Notebook,8,1.9,3917.52,0,0,141.21199808219862,2.8,Intel Core i5,0,256,Intel,Windows
530,Dell,Gaming,16,4.42,8571.24,0,1,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
531,Toshiba,Notebook,8,2.0,2446.67,0,1,141.21199808219862,2.5,Intel Core i5,500,0,Intel,Windows
532,Asus,Notebook,8,2.0,3695.61,0,1,282.42399616439724,2.7,Intel Core i7,1000,256,Nvidia,Windows
533,Mediacom,Notebook,4,1.2,1049.79,0,1,165.6321180513006,1.1,Other Intel Processor,0,32,Intel,Windows
534,Asus,Gaming,8,2.3,4691.35,0,1,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
535,Dell,Notebook,8,1.93,3894.76,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
536,Dell,Notebook,8,2.2,2268.61,0,0,141.21199808219862,1.6,Intel Core i5,0,256,AMD,Windows
537,HP,Notebook,4,1.86,1135.11,0,0,141.21199808219862,1.6,Other Intel Processor,0,256,Intel,Windows
538,HP,Gaming,12,2.62,5118.1,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia,Windows
539,Lenovo,Notebook,8,1.87,2443.83,0,1,157.3505121487356,2.7,Intel Core i7,0,256,Nvidia,Windows
540,Dell,Ultrabook,8,1.2,3980.11,1,0,276.053530085501,1.8,Intel Core i7,0,256,Intel,Windows
541,Dell,Notebook,4,1.6,2093.53,0,0,157.3505121487356,2.0,Intel Core i3,0,128,Intel,Windows
542,HP,Ultrabook,8,1.34,3257.49,0,1,276.053530085501,2.7,Intel Core i7,0,256,Intel,Windows
543,Acer,Gaming,8,2.4,2270.28,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
544,Asus,Notebook,4,2.0,992.89,0,0,100.45466986113651,1.8,AMD Processor,500,0,AMD,Windows
545,HP,Notebook,4,2.1,2007.13,0,0,141.21199808219862,2.4,Intel Core i3,0,128,Intel,Windows
546,Lenovo,Notebook,4,1.87,2233.3,0,0,157.3505121487356,2.5,Intel Core i5,500,0,Intel,Windows
547,Lenovo,Notebook,4,2.15,1315.37,0,0,141.21199808219862,2.3,Intel Core i5,1000,0,Intel,Others/No OS/Linux
548,HP,Notebook,4,1.86,1129.45,0,0,141.21199808219862,2.0,Intel Core i3,500,0,Intel,Windows
549,Lenovo,Notebook,8,1.99,4918.95,0,1,141.21199808219862,2.7,Intel Core i7,0,512,Intel,Windows
550,Lenovo,Notebook,4,2.2,1419.64,0,0,141.21199808219862,2.0,Intel Core i3,0,128,Intel,Windows
551,Dell,Notebook,8,1.9,3177.8,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
552,Dell,Gaming,16,4.42,7678.57,0,1,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
553,HP,Notebook,8,2.65,1548.09,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel,Windows
554,HP,Notebook,8,2.63,3641.56,0,0,127.33567457123111,2.7,Intel Core i7,1000,0,Nvidia,Windows
555,Asus,Notebook,4,2.0,637.27,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel,Others/No OS/Linux
556,Mediacom,Notebook,4,1.35,725.47,0,1,165.6321180513006,1.44,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,Notebook,6,2.8,2699.88,0,0,106.11306214269258,2.7,Intel Core i7,1000,128,Nvidia,Windows
558,HP,Notebook,6,1.91,1618.5,0,1,141.21199808219862,2.5,AMD Processor,0,128,AMD,Windows
559,Dell,Notebook,4,2.18,1757.91,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD,Windows
560,Acer,2 in 1 Convertible,4,1.25,992.89,1,1,189.90579052433606,2.0,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,Notebook,4,2.05,1792.33,0,0,141.21199808219862,2.7,Intel Core i3,0,128,Intel,Windows
562,HP,Ultrabook,16,1.16,5590.36,1,1,276.053530085501,1.2,Other Intel Processor,0,512,Intel,Windows
563,Lenovo,Notebook,8,3.4,8532.06,0,1,127.33567457123111,2.8,Intel Core i7,0,256,Nvidia,Windows
564,Asus,Notebook,8,2.5,2386.93,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,1.21,4549.1,1,1,331.2642361026012,1.6,Intel Core i5,0,128,Intel,Windows
566,Dell,Notebook,4,1.93,2728.32,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel,Windows
567,Fujitsu,Notebook,8,2.2,2102.43,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
568,Lenovo,Notebook,4,2.2,978.67,0,0,141.21199808219862,1.1,Other Intel Processor,500,0,Intel,Windows
569,Lenovo,Notebook,4,2.02,2816.52,0,0,111.93520355955211,2.5,Intel Core i5,500,0,Intel,Windows
570,HP,Workstation,8,3.14,5294.46,0,0,106.11306214269258,2.8,Intel Core i5,500,0,Nvidia,Windows
571,HP,Notebook,8,1.94,1106.69,0,0,111.93520355955211,1.6,Other Intel Processor,2000,0,Intel,Windows
572,HP,Notebook,6,1.95,1846.38,0,1,141.21199808219862,3.0,AMD Processor,0,256,AMD,Windows
573,Lenovo,Notebook,8,2.3,2361.32,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
574,Lenovo,Notebook,4,2.05,1948.8,0,0,141.21199808219862,1.6,Intel Core i5,500,0,Intel,Windows
575,Mediacom,Notebook,4,1.4,708.4,0,0,157.3505121487356,1.44,Other Intel Processor,0,32,Intel,Windows
576,Toshiba,Ultrabook,16,1.24,5305.87,1,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
577,Lenovo,Gaming,32,4.6,7576.15,0,1,127.33567457123111,2.7,Intel Core i7,1000,256,Nvidia,Windows
578,MSI,Gaming,16,4.14,7763.92,0,0,127.33567457123111,2.9,Intel Core i7,1000,512,Nvidia,Windows
579,Dell,Notebook,8,2.2,2130.91,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Others/No OS/Linux
580,Mediacom,Notebook,4,1.45,1106.69,0,1,157.3505121487356,1.1,Other Intel Processor,0,32,Intel,Windows
581,Dell,Notebook,8,1.9,2869.21,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel,Windows
582,HP,Notebook,4,1.49,2045.53,0,0,165.6321180513006,2.4,Intel Core i3,0,128,Intel,Windows
583,Dell,Notebook,16,1.93,4373.83,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
584,Dell,Netbook,4,1.26,839.27,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
585,MSI,Gaming,16,4.5,6682.83,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia,Windows
586,HP,Gaming,16,3.78,4261.76,0,1,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
587,Lenovo,Ultrabook,12,1.4,4759.63,0,1,157.3505121487356,2.6,Intel Core i7,0,256,Intel,Windows
588,Lenovo,Notebook,12,2.2,1732.59,1,0,100.45466986113651,1.8,Intel Core i7,1000,0,Intel,Windows
589,Asus,Gaming,8,2.73,5035.59,0,1,127.33567457123111,2.5,Intel Core i5,1000,128,Nvidia,Windows
590,Asus,2 in 1 Convertible,8,2.2,2102.43,1,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
591,Lenovo,Notebook,12,2.2,2699.88,0,0,141.21199808219862,3.6,AMD Processor,0,512,AMD,Windows
592,Dell,2 in 1 Convertible,4,1.39,1715.52,1,0,135.0942111925629,1.0,Other Intel Processor,0,128,Intel,Windows
593,Samsung,Notebook,16,2.5,4833.6,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
594,Lenovo,Notebook,4,2.8,1504.99,0,0,127.33567457123111,2.0,Intel Core i3,500,0,Intel,Others/No OS/Linux
595,Lenovo,Notebook,8,2.29,1305.84,0,0,100.45466986113651,2.3,Intel Core i3,1000,0,Intel,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,5761.06,1,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel,Windows
597,Lenovo,Notebook,8,1.7,4193.48,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
598,Dell,2 in 1 Convertible,8,1.34,4751.1,1,0,176.23257360658386,2.5,Intel Core i5,0,256,Intel,Windows
599,Dell,Workstation,8,2.06,5015.68,1,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
600,HP,Notebook,8,1.84,3468.02,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel,Windows
601,HP,Notebook,4,2.1,1901.8,0,0,100.45466986113651,2.4,Intel Core i3,500,0,Intel,Windows
602,Acer,Notebook,4,1.6,935.99,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel,Windows
603,MSI,Gaming,16,4.14,6256.09,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia,Windows
604,Dell,Notebook,4,2.18,1322.91,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD,Others/No OS/Linux
605,MSI,Gaming,16,1.8,6540.58,0,0,282.42399616439724,2.8,Intel Core i7,2000,256,Nvidia,Windows
606,Toshiba,Notebook,8,2.2,3980.11,0,1,141.21199808219862,2.5,Intel Core i7,0,256,Intel,Windows
607,Lenovo,Notebook,6,2.4,1604.56,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
608,Lenovo,2 in 1 Convertible,8,2.0,3695.61,1,1,141.21199808219862,2.8,Intel Core i7,0,256,Intel,Windows
609,Acer,Notebook,4,1.6,992.89,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Windows
610,Lenovo,Notebook,32,2.5,13937.5,0,1,282.42399616439724,3.1,Other Intel Processor,0,1000,Nvidia,Windows
611,Dell,Gaming,16,2.59,2500.76,0,0,141.21199808219862,2.6,Intel Core i7,1000,0,Nvidia,Windows
612,Dell,Notebook,4,2.18,1262.88,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel,Others/No OS/Linux
613,Dell,Notebook,4,2.25,1021.34,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel,Others/No OS/Linux
614,Dell,Notebook,4,1.93,2472.28,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel,Others/No OS/Linux
615,Asus,Gaming,8,3.0,3322.92,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
616,Dell,Notebook,4,2.18,1618.79,0,0,141.21199808219862,2.5,Intel Core i5,0,128,AMD,Others/No OS/Linux
617,HP,Ultrabook,8,1.84,3951.66,0,0,141.21199808219862,2.7,Intel Core i7,0,512,Intel,Windows
618,MSI,Gaming,16,2.94,6451.99,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
619,Acer,2 in 1 Convertible,4,1.25,1078.24,1,1,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
620,HP,Notebook,8,2.31,3197.74,0,0,111.93520355955211,2.6,Intel Core i5,0,256,Intel,Windows
621,Lenovo,Notebook,8,1.65,4167.88,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel,Windows
622,Dell,Notebook,4,2.2,2207.7,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD,Windows
623,Fujitsu,Notebook,8,2.2,2273.13,0,0,100.45466986113651,2.5,Intel Core i5,0,256,Intel,Windows
624,HP,Notebook,4,1.88,2651.51,0,0,100.45466986113651,2.3,Intel Core i5,500,0,Intel,Windows
625,Lenovo,Notebook,8,2.2,2557.63,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia,Windows
626,Mediacom,Notebook,2,1.4,679.95,0,0,157.3505121487356,1.44,Other Intel Processor,0,0,Intel,Windows
627,Lenovo,Notebook,4,2.2,1331.45,0,0,141.21199808219862,2.5,Intel Core i5,0,128,Intel,Others/No OS/Linux
628,Asus,2 in 1 Convertible,6,1.5,1817.96,1,0,165.6321180513006,2.5,Intel Core i5,1000,0,Intel,Windows
629,Dell,Notebook,8,2.0,5177.84,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
630,Asus,Ultrabook,16,1.1,5405.44,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
631,Dell,Gaming,16,2.62,4207.71,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
632,Lenovo,Notebook,4,1.8,2358.48,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Intel,Windows
633,Lenovo,Notebook,4,2.2,1647.24,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Nvidia,Windows
634,Asus,Notebook,8,2.0,1135.14,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Windows
635,Asus,Notebook,8,1.99,2579.31,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Windows
636,Dell,Ultrabook,8,1.23,5317.25,1,0,276.053530085501,1.6,Intel Core i5,0,256,Intel,Windows
637,Lenovo,Notebook,2,1.42,708.4,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,4999.8,1,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
639,Dell,Notebook,16,2.06,6825.08,1,0,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia,Windows
640,Lenovo,Gaming,8,2.5,3155.07,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
641,HP,Notebook,8,2.6,1481.94,0,0,107.98564559226952,3.0,AMD Processor,1000,0,AMD,Windows
642,Lenovo,Ultrabook,16,1.14,6970.17,0,1,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
643,Asus,Gaming,8,2.5,3325.77,0,1,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
644,Acer,Notebook,4,2.4,1280.24,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Windows
645,Lenovo,Notebook,4,1.43,779.52,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Windows
646,Acer,Ultrabook,8,1.8,2614.53,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
647,Razer,Gaming,16,1.95,7394.07,0,0,157.3505121487356,2.8,Intel Core i7,0,256,Nvidia,Windows
648,Toshiba,Notebook,8,1.2,3450.95,0,0,165.6321180513006,2.3,Intel Core i5,0,256,Intel,Windows
649,Lenovo,Ultrabook,8,1.36,4506.43,0,1,176.23257360658386,2.7,Intel Core i7,0,256,Intel,Windows
650,Asus,Gaming,32,3.8,7963.07,0,1,127.33567457123111,2.7,Intel Core i7,0,512,Nvidia,Windows
651,Acer,Gaming,8,2.4,2017.08,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
652,Dell,Ultrabook,8,1.2,4124.92,0,0,165.6321180513006,1.6,Intel Core i5,0,256,Intel,Windows
653,MSI,Gaming,8,2.2,3390.63,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
654,HP,Notebook,4,1.86,1038.13,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Others/No OS/Linux
655,Toshiba,Notebook,8,2.0,3027.05,0,1,141.21199808219862,2.5,Intel Core i5,500,0,Intel,Windows
656,Dell,Notebook,8,2.2,2614.53,0,0,141.21199808219862,1.8,Intel Core i7,0,256,AMD,Windows
657,Dell,Notebook,16,2.2,3229.04,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD,Windows
658,Lenovo,Gaming,8,3.31,3402.58,0,1,141.21199808219862,2.6,Intel Core i7,1000,128,Nvidia,Windows
659,Dell,Gaming,32,4.42,8954.17,0,1,254.67134914246222,2.8,Intel Core i7,1000,512,Nvidia,Windows
660,Dell,Notebook,8,1.56,3496.47,0,0,157.3505121487356,2.4,Intel Core i5,0,256,Intel,Windows
661,Lenovo,Notebook,4,2.2,1192.04,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel,Windows
662,Lenovo,Notebook,4,2.2,1522.06,0,0,141.21199808219862,2.3,Intel Core i5,500,0,Intel,Windows
663,HP,Notebook,6,2.04,1533.44,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD,Windows
664,MSI,Gaming,8,2.7,4229.81,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
665,Toshiba,Notebook,4,2.1,1416.79,0,0,100.45466986113651,2.1,Intel Core i3,0,128,Intel,Windows
666,Dell,Notebook,8,2.06,2716.94,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
667,HP,Notebook,8,2.1,2119.5,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,AMD,Windows
668,Toshiba,Notebook,8,2.0,3578.97,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
669,Acer,Notebook,4,2.1,1172.13,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel,Others/No OS/Linux
670,Microsoft,Ultrabook,8,1.252,5313.97,1,0,200.84255993695703,2.8,Intel Core i7,0,256,Intel,Windows
671,Lenovo,Notebook,8,1.9,2327.04,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,AMD,Windows
672,Lenovo,2 in 1 Convertible,8,1.3,2941.7,1,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
673,Lenovo,Notebook,4,2.2,992.89,0,0,100.45466986113651,2.2,AMD Processor,0,128,AMD,Windows
674,HP,2 in 1 Convertible,4,1.63,1988.63,1,1,157.3505121487356,2.4,Intel Core i3,0,128,Nvidia,Windows
675,MSI,Gaming,16,2.4,3681.39,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
676,Asus,Ultrabook,8,1.1,3229.04,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
677,HP,2 in 1 Convertible,8,1.4,1408.26,1,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Others/No OS/Linux
678,LG,Ultrabook,8,1.09,6540.58,0,1,141.21199808219862,1.8,Intel Core i7,0,512,Intel,Windows
679,Acer,Gaming,16,2.5,3695.61,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
680,MSI,Gaming,8,2.2,2838.99,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
681,Asus,Notebook,4,1.86,1192.04,0,0,100.45466986113651,1.1,Other Intel Processor,0,128,Intel,Windows
